date,4919,2441,6531,2458,3532,3034,2330,2379,2451,2481
2018-12-07,35.11,32.25,46.41,59.06,122.09,101.25,198.18,116.55,51.45,24.8
2018-12-10,33.63,32.13,44.88,60.02,116.82,101.61,196.39,116.97,52.06,23.56
2018-12-11,34.49,31.57,44.84,61.14,117.26,100.88,199.52,114.87,51.6,23.83
2018-12-12,35.19,32.17,45.93,60.82,123.41,101.98,203.11,117.82,51.83,26.21
2018-12-13,34.86,32.01,46.22,61.3,122.09,101.61,202.66,122.86,51.91,25.42
2018-12-14,33.96,31.57,45.45,61.62,118.58,101.61,199.52,122.02,51.53,24.45
2018-12-17,33.71,31.17,44.69,61.3,118.14,101.25,200.42,121.18,50.76,24.05
2018-12-18,33.63,30.97,43.36,61.62,116.82,101.25,199.52,124.13,50.76,22.95
2018-12-19,33.55,30.77,43.17,63.06,114.18,102.35,202.21,122.02,50.53,22.46
2018-12-20,32.16,30.65,41.83,63.78,107.16,104.56,198.18,122.86,49.85,22.64
2018-12-21,32.73,30.49,42.21,62.02,110.67,102.35,200.42,118.66,49.31,23.79
2018-12-22,33.1,30.61,41.55,58.42,108.91,103.09,198.63,118.66,49.92,23.17
2018-12-24,33.96,30.73,42.6,59.94,103.64,104.19,197.28,117.39,49.46,23.39
2018-12-25,33.22,31.29,40.69,58.98,101.01,100.51,195.04,118.24,49.16,22.59
2018-12-26,32.48,32.01,40.69,57.3,98.37,101.61,194.14,116.13,50.08,22.02
2018-12-27,32.65,32.73,41.07,59.06,103.2,104.56,199.97,119.5,50.15,22.46
2018-12-28,32.57,34.37,40.98,60.18,103.64,104.56,202.21,120.34,50.99,22.46
2019-01-02,32.28,33.05,40.83,60.66,102.33,101.98,196.83,115.71,50.99,22.68
2019-01-03,31.01,32.97,40.21,61.46,99.25,98.67,193.25,117.39,51.14,22.46
2019-01-04,31.79,32.13,40.4,60.82,99.25,98.3,186.52,117.39,51.07,21.58
2019-01-07,32.24,32.13,40.64,59.86,101.01,103.09,191.01,117.39,50.91,23.7
2019-01-08,33.35,31.93,40.59,58.58,101.01,104.56,189.21,117.39,50.38,23.61
2019-01-09,34.62,32.21,41.26,60.02,103.64,107.51,193.25,121.6,51.75,23.3
2019-01-10,34.41,32.25,41.83,61.78,102.77,106.77,193.7,122.02,51.07,23.7
2019-01-11,34.25,32.25,41.31,60.74,101.89,106.03,197.73,123.29,50.0,23.3
2019-01-14,33.67,32.13,40.83,59.86,99.25,105.3,195.94,123.29,49.69,23.17
2019-01-15,34.33,32.25,41.36,61.78,101.45,108.98,198.18,127.07,49.69,23.87
2019-01-16,37.08,32.41,42.88,62.66,100.13,108.98,195.04,129.18,49.39,25.55
2019-01-17,36.09,32.57,47.17,61.62,99.25,110.45,197.73,124.55,50.15,25.07
2019-01-18,38.39,32.53,47.17,65.22,100.57,110.82,195.94,128.33,50.38,25.64
2019-01-21,39.5,32.53,49.74,66.43,104.96,114.5,198.18,126.23,50.38,25.42
2019-01-22,38.96,32.41,48.22,65.7,103.2,114.13,199.97,126.65,50.0,24.8
2019-01-23,38.47,32.33,48.41,64.98,103.64,113.4,197.73,124.55,50.76,24.93
2019-01-24,38.96,32.49,47.74,65.62,103.64,110.45,199.52,131.28,50.46,25.07
2019-01-25,38.96,32.81,47.65,68.03,108.91,113.76,202.66,131.7,50.61,25.37
2019-01-28,39.17,32.97,47.03,68.03,108.04,112.66,205.35,130.44,50.69,25.59
2019-01-29,38.14,32.73,46.41,68.27,105.84,115.61,199.52,134.65,50.76,25.51
2019-01-30,37.82,32.61,46.79,68.27,107.16,116.34,198.18,137.59,50.61,25.2
2019-02-11,37.41,32.61,46.03,74.99,105.84,117.45,204.46,137.59,51.14,27.49
2019-02-12,38.92,33.17,46.84,72.43,109.79,118.55,206.25,144.74,51.07,27.62
2019-02-13,39.87,32.81,48.6,70.51,115.94,117.45,205.35,141.8,51.22,27.67
2019-02-14,39.66,32.97,48.12,72.51,112.43,120.39,203.56,148.53,51.75,27.58
2019-02-15,38.84,32.81,45.26,72.43,109.79,128.49,203.56,148.11,51.75,27.36
2019-02-18,38.23,32.85,45.31,72.59,110.23,128.49,206.25,146.01,51.83,26.43
2019-02-19,38.39,33.09,45.93,72.35,110.67,128.49,205.35,146.43,51.98,26.61
2019-02-20,39.05,33.61,46.41,71.71,109.79,128.86,210.29,145.59,52.29,26.61
2019-02-21,40.85,33.57,46.12,69.47,110.67,129.6,212.08,149.37,52.29,26.65
2019-02-22,39.74,33.61,45.93,69.79,111.55,127.39,212.08,145.59,51.98,26.57
2019-02-25,39.5,34.09,45.79,70.35,107.16,127.76,213.42,148.95,52.37,26.7
2019-02-26,39.46,33.85,45.69,68.99,106.72,127.76,214.77,151.48,52.59,25.99
2019-02-27,38.84,33.85,45.69,71.55,104.96,125.91,214.32,149.79,52.52,25.37
2019-03-04,39.29,33.65,45.45,71.79,104.52,125.91,211.18,146.85,52.21,25.86
2019-03-05,39.62,33.81,45.93,71.23,101.89,124.44,208.94,146.01,52.37,25.37
2019-03-06,39.46,34.65,45.69,71.63,99.25,129.6,209.84,146.85,52.14,25.33
2019-03-07,38.88,34.25,45.12,68.51,96.62,127.02,209.84,139.7,51.91,25.15
2019-03-08,38.47,33.89,43.17,67.87,97.06,127.39,206.25,138.85,52.14,24.45
2019-03-11,38.84,33.85,43.64,69.63,98.37,131.44,206.7,140.54,52.9,24.27
2019-03-12,39.46,34.13,43.22,69.07,97.93,128.12,211.18,140.96,52.98,24.45
